Computer date,Tree ID,Date,Maple Species,Maple Code,Latitude,Longitude,Concrete,Concrete Code,Habitat,Habitat Code,Shade ,Shade Code,Tree Circumference_in,Damage,Other Comments,Leaf Color,Leaf Color Code,Leaves Dropping,Leaf Drop Code,Fruit,Fruit Code
11/06/2015 - 8:39am,1,11/6/15,Sugar Maple,4,44.611187,-75.169034,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,33,"Broken branches, moss at bottom",,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/06/2015 - 10:56am,13,11/6/15,Sugar Maple,4,44.611452,-75.169535,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,22,Broken Limbs,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/06/2015 - 10:55am,24,11/6/15,Sugar Maple,4,44.611412,-75.169456,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,4,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/06/2015 - 8:41am,7,11/6/15,Sugar Maple,4,44.61138,-75.169582,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,35,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/05/2016 - 1:03pm,21,9/5/16,Sugar Maple,4,44.824019,-74.816411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,49,broke branches,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/26/2016 - 9:27am,15,9/8/16,Sugar Maple,4,44.61152,-75.169535,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23, none ,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/14/2016 - 8:23am,76,9/13/16,Sugar Maple,4,44.679477,-74.545545,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,22,Maple Leaf Cutter Moth Holes ,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/14/2016 - 11:10am,67,9/13/16,Silver Maple,3,44.56,-74.95,Yes,2,School paved area,6,Partially Shaded (2-5hr per day of direct sun),2,35,Branches have been cut off,this tree has old leaves and most fallen.,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
02/01/2017 - 1:04pm,444,9/14/16,Sugar Maple,4,44.360815,-75.201275,No,1,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,48,,Moss at the bottom,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 8:44am,5,9/15/16,Sugar Maple,4,44.610242,-75.171189,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,35,n/a,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 11:00am,25,9/15/16,Silver Maple,3,44.611455,-75.169544,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,40,None,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 2:28pm,10,9/15/16,Sugar Maple,4,44.606267,-75.167331,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,37,"Holes in the leaves, most likely from insects.",,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 10:59am,22,9/15/16,Sugar Maple,4,44.611465,-75.169554,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,32,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 10:56am,24,9/15/16,Sugar Maple,4,44.611412,-75.169456,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,14,Missing bark,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 2:26pm,44,9/15/16,Sugar Maple,4,44.611459,-75.16959,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,48,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 2:28pm,45,9/15/16,Sugar Maple,4,44.605323,-75.167859,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,37,None ,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 2:28pm,47,9/15/16,Sugar Maple,4,44.606298,-75.1675,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,35,"Moss,  Leaf Damage",,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 2:28pm,40,9/15/16,Sugar Maple,4,44.610247,-75.169787,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,34,Fungi growing on tree that is leaning on ours.,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
01/19/2017 - 1:44pm,251,9/15/16,Sugar Maple,4,44.362694,-75.203534,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,19,leaves are damaged with brown coloring ,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
01/19/2017 - 1:52pm,255,9/15/16,Sugar Maple,4,44.362627,-75.203523,Yes,2,School paved area,6,Shaded (less than 2hr per day of direct sun),3,14,The leaves where brown coloration.,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
02/01/2017 - 1:02pm,245,9/16/16,Sugar Maple,4,44.360568,-75.201484,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,16,none,We named him Edward,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
02/01/2017 - 1:02pm,243,9/16/16,Sugar Maple,4,44.361642,-75.200735,No,1,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,11,No,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 9:54am,,9/20/16,Red Maple,2,44.82402,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,36,are tree had storm damage insect damage.,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 9:57am,,9/20/16,Red Maple,2,43.824089,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,34,"holes and scratches

",,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 9:57am,,9/20/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,35,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:47pm,28,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,looks like a tree branch is falling off.,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 10:01am,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,bark was scraped,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 10:02am,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,24,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:38pm,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,41,"SMALL HOLES

",,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:39pm,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,39,Dead and broken branch,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:40pm,,9/20/16,Sugar Maple,4,44,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,37,maple leaf cuter eating leaf a tipe of moth,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:41pm,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,look like a branch is falling off.,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:41pm,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,60,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:43pm,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,60,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 12:43pm,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,56,"holes,bark coming off,broken branches, and dead leaves",,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 8:25am,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,35,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 8:26am,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,31,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 9:53am,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,28,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/21/2016 - 9:57am,,9/20/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,28,It has a little bit of holes in the leaves from bugs.,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
11/04/2016 - 1:20pm,264,9/23/16,Norway Maple,1,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,15,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
01/19/2017 - 1:45pm,253,9/27/16,Sugar Maple,4,44.363453,-75.203058,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,4,Still rotting.,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
09/30/2016 - 2:19pm,46,9/30/16,Sugar Maple,4,44.605492,-75.167624,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,47,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 10:53am,29,10/11/16,Sugar Maple,4,44.611203,-75.169027,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,12,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 2:22pm,44,10/11/16,Sugar Maple,4,44.611459,-75.16959,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,48,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 2:21pm,47,10/11/16,Sugar Maple,4,44.606298,-75.167596,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,35,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
10/11/2016 - 10:53am,26,10/11/16,Sugar Maple,4,44.611458,-75.169593,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,39,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,None:  Tree is not fruiting this year,0
